,thumb-md (59).jpg,thumb-md - 2021-09-08T141901.932.jpg,thumb-md (18).jpg,thumb-md - 2021-09-08T141856.476.jpg,thumb-md (34).jpg,thumb-md (63).jpg,thumb-md (75).jpg,thumb-md (22).jpg,thumb-md (8).jpg,thumb-md - 2021-09-08T141902.210.jpg,thumb-md (55).jpg,thumb-md - 2021-09-08T141858.146.jpg,thumb-md (14).jpg,thumb-md (43).jpg,thumb-md (38).jpg,thumb-md (80).jpg,thumb-md - 2021-09-08T141858.594.jpg,thumb-md (96).jpg,thumb-md (79).jpg,thumb-md (4).jpg,thumb-md - 2021-09-08T141859.422.jpg,thumb-md (5).jpg,thumb-md (97).jpg,thumb-md (78).jpg,thumb-md (81).jpg,thumb-md (39).jpg,thumb-md (100).jpg,thumb-md (42).jpg,thumb-md (15).jpg,thumb-md (54).jpg,thumb-md (23).jpg,thumb-md (9).jpg,thumb-md (74).jpg,thumb-md - 2021-09-08T141744.720.jpg,thumb-md - 2021-09-08T141859.192.jpg,thumb-md (62).jpg,thumb-md (35).jpg,thumb-md - 2021-09-08T141857.477.jpg,thumb-md (19).jpg,thumb-md - 2021-09-08T141903.210.jpg,thumb-md (58).jpg,thumb-md (53).jpg,thumb-md (12).jpg,thumb-md - 2021-09-08T141901.004.jpg,thumb-md (45).jpg,thumb-md (86).jpg,thumb-md (69).jpg,thumb-md (90).jpg,thumb-md (28).jpg,thumb-md (2).jpg,thumb-md - 2021-09-08T141855.851.jpg,thumb-md - 2021-09-08T141900.228.jpg,thumb-md - 2021-09-08T141902.311.jpg,thumb-md (49).jpg,thumb-md - 2021-09-08T141858.939.jpg,thumb-md (32).jpg,thumb-md.jpg,thumb-md (65).jpg,thumb-md - 2021-09-08T141857.837.jpg,thumb-md (73).jpg,thumb-md (24).jpg,thumb-md - 2021-09-08T141856.956.jpg,thumb-md (25).jpg,thumb-md (72).jpg,thumb-md (64).jpg,thumb-md (33).jpg,thumb-md (48).jpg,thumb-md (29).jpg,thumb-md (3).jpg,thumb-md - 2021-09-08T141856.028.jpg,thumb-md (91).jpg,thumb-md (87).jpg,thumb-md (68).jpg,thumb-md (44).jpg,thumb-md (13).jpg,thumb-md - 2021-09-08T141901.606.jpg,thumb-md (52).jpg,thumb-md - 2021-09-08T141856.756.jpg,thumb-md (92).jpg,thumb-md (84).jpg,thumb-md (47).jpg,thumb-md (10).jpg,thumb-md (51).jpg,thumb-md (26).jpg,thumb-md (71).jpg,thumb-md (67).jpg,thumb-md (88).jpg,thumb-md (30).jpg,thumb-md - 2021-09-08T141859.712.jpg,thumb-md - 2021-09-08T141744.771.jpg,thumb-md - 2021-09-08T141858.459.jpg,thumb-md - 2021-09-08T141903.287.jpg,thumb-md - 2021-09-08T141857.609.jpg,thumb-md (31).jpg,thumb-md (66).jpg,thumb-md (89).jpg,thumb-md (70).jpg,thumb-md (27).jpg,thumb-md - 2021-09-08T141903.053.jpg,thumb-md - 2021-09-08T141855.651.jpg,thumb-md - 2021-09-08T141902.530.jpg,thumb-md (50).jpg,thumb-md (11).jpg,thumb-md - 2021-09-08T141859.932.jpg,thumb-md (46).jpg,thumb-md (85).jpg,thumb-md - 2021-09-08T141902.096.jpg,thumb-md (93).jpg,thumb-md (1).jpg,thumb-md (20).jpg,thumb-md (77).jpg,thumb-md (98).jpg,thumb-md (61).jpg,thumb-md (36).jpg,thumb-md - 2021-09-08T141855.542.jpg,thumb-md - 2021-09-08T141856.293.jpg,thumb-md (6).jpg,thumb-md (94).jpg,thumb-md (82).jpg,thumb-md - 2021-09-08T141901.247.jpg,thumb-md - 2021-09-08T141900.727.jpg,thumb-md (41).jpg,thumb-md - 2021-09-08T141744.666.jpg,thumb-md - 2021-09-08T141903.419.jpg,thumb-md (16).jpg,thumb-md - 2021-09-08T141857.256.jpg,thumb-md (57).jpg,thumb-md (56).jpg,thumb-md (17).jpg,thumb-md (40).jpg,thumb-md (83).jpg,thumb-md - 2021-09-08T141903.346.jpg,thumb-md - 2021-09-08T141900.440.jpg,thumb-md (95).jpg,thumb-md (7).jpg,thumb-md (37).jpg,thumb-md - 2021-09-08T141855.590.jpg,thumb-md (60).jpg,thumb-md (76).jpg,thumb-md (99).jpg,thumb-md (21).jpg
thumb-md (20).jpg,0.45685548,0.41437495,0.99207926,0.47270852,0.6113356,0.63770443,0.49142098,0.9922257,0.9964991,0.57724726,0.46640906,0.44090238,0.9701468,0.4494385,0.64670944,0.40993193,0.42782417,0.48633075,0.3814191,0.6778979,0.48859307,0.87472713,0.4078128,0.61507463,0.41314402,0.50961185,0.42192543,0.43117318,0.660808,0.58426857,0.9279775,0.9969335,0.5693362,0.6364419,0.44468346,0.61359465,0.51916254,0.6135647,0.76502043,0.37594628,0.45233256,0.57427853,0.95448935,0.49892294,0.6627115,0.43337044,0.5897453,0.6748345,0.7609687,0.6583328,0.63352406,0.6112986,0.4944426,0.37841856,0.4729381,0.9878541,0.8012167,0.47526202,0.5614097,0.58862054,0.8583476,0.5237617,0.99585193,0.44304132,0.34811035,0.9823895,0.46371272,0.7873126,0.950383,0.4593323,0.4963561,0.557969,0.4000843,0.43427786,0.77843183,0.5498231,0.41208357,0.41391337,0.6187286,0.6120113,0.6386842,0.96614337,0.5060469,0.99407053,0.41382098,0.63372916,0.42006785,0.6459342,0.6267131,0.64326334,0.62482756,0.35821837,0.45244673,0.9937641,0.39021063,0.42742184,0.581331,0.8077898,0.6240062,0.61910546,0.7989372,0.66895044,0.9212272,0.5379975,0.3177628,0.35900396,0.66335756,0.61470073,0.778789,1.0,0.3661517,0.65215385,0.60321045,0.73564106,0.4149117,0.5308471,0.9348555,0.60270685,0.56934154,0.6247818,0.5403762,0.53843033,0.7014875,0.41931716,0.9890811,0.59412026,0.5395552,0.49259382,0.8510051,0.6547881,0.43879873,0.3504345,0.59562445,0.54452664,0.9192576,0.46244127,0.38434446,0.6109953,0.45738658,0.45325273,0.6367473
thumb-md (77).jpg,0.81736636,0.81688434,0.36715665,0.70977366,0.6082274,0.6081994,0.9347809,0.383851,0.36190134,0.6137737,0.8419601,0.68833214,0.44496188,0.8870069,0.6320306,0.96027595,0.87784,0.89396155,0.87998456,0.73256963,0.68132263,0.547824,0.7820303,0.6127873,0.9664776,0.5429536,0.82684904,0.8544918,0.73240113,0.7206113,0.4498173,0.37137175,0.709792,0.70490664,0.80066985,0.6455306,0.80321705,0.6232118,0.6898302,0.72401536,0.7242513,0.7286773,0.454134,0.5396912,0.5685748,0.986958,0.70870125,0.5870131,0.6432432,0.7895273,0.4066916,0.44665673,0.8300354,0.7841542,0.86163867,0.4083023,0.6522032,0.7064966,0.44279307,0.65765125,0.48080403,0.40901333,0.34649533,0.9350046,0.8328146,0.43002123,0.87544334,0.6006549,0.42443982,0.7037225,0.84908044,0.71470636,0.9621532,0.95554984,0.68383884,0.6568355,0.8859049,0.7151786,0.71933615,0.7162976,0.6070208,0.36574015,0.60341465,0.35655248,0.96370184,0.65614086,0.9783108,0.754672,0.45659494,0.5487342,0.6807307,0.6851299,0.68993247,0.355669,0.98141026,0.8456216,0.70804393,0.61810696,0.5228872,0.47925216,0.46437588,0.6352454,0.4922903,0.6150446,0.97243553,0.96340334,0.52228445,0.48391467,0.6639158,0.3661517,1.0000001,0.64506376,0.7298602,0.5821671,0.75629646,0.6946023,0.42987943,0.4389693,0.7859497,0.46793526,0.4060421,0.70779943,0.5470802,0.7791852,0.37455386,0.6187246,0.7607787,0.6749226,0.55941945,0.5748151,0.9341982,0.69506574,0.55817807,0.74357706,0.44780663,0.840061,0.8768741,0.46128368,0.88550663,0.79387444,0.77799815
thumb-md (98).jpg,0.7956393,0.5777545,0.671595,0.56938905,0.7522456,0.9834436,0.6549276,0.673443,0.6366777,0.6300326,0.7821046,0.5752597,0.73415554,0.7691333,0.83340544,0.67032146,0.53867614,0.79706043,0.69440866,0.5283919,0.64836925,0.551942,0.7195452,0.97750646,0.72552013,0.5292922,0.72389984,0.71219134,0.50491035,0.86220384,0.56971025,0.6665212,0.90760225,0.9248897,0.5539769,0.87750304,0.8013291,0.5914848,0.5389251,0.48988318,0.71761584,0.9017246,0.6084592,0.66945595,0.9572324,0.7020158,0.91424304,0.9348334,0.5182144,0.4962067,0.698035,0.69300085,0.57629544,0.42035243,0.6241012,0.7248519,0.50995696,0.72997546,0.6975689,0.8295802,0.56433743,0.6390067,0.6384427,0.64837337,0.62324053,0.7087286,0.73536134,0.4825318,0.5871042,0.5600754,0.8232611,0.7771588,0.61689484,0.73777044,0.5239166,0.6340416,0.67459387,0.4896325,0.90122265,0.9474113,0.8329286,0.5738522,0.71793187,0.63217556,0.72198224,0.941713,0.6875169,0.484617,0.68311197,0.9321157,0.74378985,0.4934712,0.5027277,0.6519758,0.6980728,0.64821506,0.8153458,0.57931566,0.65147585,0.72095937,0.72130525,0.9678816,0.6170156,0.6542014,0.55617917,0.5958306,0.6990262,0.90706825,0.5073567,0.65215385,0.64506376,0.9999999,0.89760387,0.9544256,0.50013447,0.68857,0.56190073,0.8177552,0.88034576,0.67662877,0.67874086,0.89317495,0.9592312,0.5137811,0.6088792,0.58483624,0.9125678,0.7424987,0.5289214,0.9516148,0.7842782,0.4773404,0.6928702,0.81327385,0.56697845,0.7083279,0.5058532,0.6877913,0.7760541,0.7054572,0.5020579
thumb-md (61).jpg,0.9159259,0.50583446,0.6426564,0.5466685,0.75596315,0.8925891,0.70214564,0.6348707,0.60205334,0.53619695,0.9265647,0.70843065,0.67632806,0.69125515,0.83760655,0.77382624,0.62320864,0.73673505,0.85849226,0.47048983,0.5577544,0.64709556,0.70863897,0.9073068,0.81425405,0.47444496,0.89388156,0.6337444,0.45380226,0.9906647,0.54823005,0.62075436,0.98850965,0.98311704,0.6451083,0.94611794,0.6557472,0.6816461,0.5374018,0.5868539,0.77809733,0.99072146,0.55737007,0.58051467,0.8824705,0.7834999,0.96937764,0.82373464,0.4838376,0.5273572,0.61228395,0.62048954,0.60367596,0.4158699,0.71253455,0.6690523,0.5570357,0.70905674,0.6296564,0.8476875,0.5507132,0.62502456,0.58989507,0.6613848,0.81157446,0.67794085,0.65892273,0.54263663,0.5692969,0.51861215,0.7111268,0.9398903,0.7393992,0.8186575,0.5461998,0.70989597,0.6144359,0.49551234,0.9698512,0.91892,0.83518577,0.5642439,0.8802417,0.6001495,0.775303,0.9730932,0.7842978,0.46160424,0.5964539,0.8663695,0.8404995,0.6499396,0.6452665,0.60888296,0.7728833,0.545951,0.96147984,0.51230997,0.5489578,0.66894746,0.6999802,0.8515092,0.56745374,0.7788919,0.6760324,0.6929925,0.69575626,0.76780564,0.53640825,0.60321045,0.7298602,0.89760387,1.0000002,0.8487491,0.51055175,0.7356673,0.64578533,0.6403433,0.96888566,0.6081162,0.547282,0.84386545,0.8131057,0.6054212,0.5810081,0.6916319,0.93410575,0.8898648,0.58383167,0.91233784,0.8856128,0.65272194,0.7536943,0.91827935,0.6546204,0.5742341,0.63295805,0.7248943,0.70301,0.545414,0.48015234
thumb-md (36).jpg,0.66320693,0.57435566,0.7601817,0.5701118,0.8002424,0.9640727,0.6450445,0.74495417,0.723016,0.66859615,0.6686928,0.55445534,0.7879557,0.7040332,0.8744466,0.5685187,0.51626253,0.7215098,0.5828179,0.5329274,0.64696914,0.56900233,0.66131765,0.9532558,0.6457999,0.58138907,0.60264206,0.6225574,0.49932665,0.8005441,0.5902777,0.74847656,0.85882026,0.9035728,0.5749568,0.8256901,0.7842686,0.6641832,0.52682656,0.4896561,0.62638974,0.838895,0.64245653,0.67615646,0.92657083,0.6380169,0.8834684,0.9570264,0.5013428,0.50018847,0.7740414,0.7327451,0.5425092,0.4295239,0.64041007,0.8033838,0.5102655,0.6622955,0.71842885,0.79854584,0.5625506,0.70115906,0.7224269,0.639716,0.5161952,0.79187423,0.6616296,0.4733242,0.616147,0.5735977,0.7782107,0.73382074,0.53360975,0.6327512,0.5179152,0.71381676,0.6084195,0.50678843,0.8755084,0.8892067,0.87481534,0.62058115,0.6623765,0.7077819,0.67472625,0.8932261,0.6169251,0.4828563,0.7418919,0.91728985,0.79073,0.47128046,0.51399887,0.729176,0.6248585,0.6113106,0.77892053,0.5633432,0.7176431,0.72921777,0.8357739,0.953472,0.62617695,0.61227834,0.46973303,0.50286335,0.77473617,0.91745573,0.50102806,0.73564106,0.5821671,0.9544256,0.8487491,1.0000005,0.50478625,0.64967746,0.6207306,0.801075,0.79243964,0.78182197,0.7433621,0.780277,0.95220745,0.4804339,0.68251985,0.62758976,0.8530749,0.6762893,0.52925694,0.92239606,0.6870638,0.43974248,0.7565267,0.81367564,0.60856265,0.67681456,0.46472326,0.77763706,0.7166528,0.63479495,0.4958677
thumb-md - 2021-09-08T141855.542.jpg,0.5364743,0.9180586,0.3941512,0.9711411,0.40500128,0.4909215,0.79362,0.39423066,0.42934883,0.8441242,0.5789362,0.7844171,0.4454071,0.7515238,0.42993847,0.71142304,0.94464904,0.68088675,0.619606,0.67377806,0.90326214,0.4964881,0.5323607,0.46475643,0.7136845,0.46880096,0.57797223,0.7092826,0.66713136,0.48906252,0.4315944,0.42154396,0.46352008,0.5090654,0.90243286,0.48605984,0.7199221,0.77151465,0.5580423,0.72599405,0.59187764,0.49986482,0.4601833,0.7424631,0.43303734,0.73659813,0.46012166,0.50486654,0.56660384,0.706505,0.6473861,0.7117987,0.9341478,0.6631298,0.8894112,0.43386626,0.58075535,0.6330156,0.690468,0.5708229,0.35579884,0.43699622,0.40078986,0.8074775,0.61183757,0.42373917,0.7245968,0.5417878,0.40741026,0.9773543,0.75807065,0.48456344,0.7529478,0.7071036,0.5841692,0.7272311,0.7647783,0.99000144,0.5365744,0.5802052,0.4035626,0.3843333,0.42709324,0.39601633,0.75673527,0.4606424,0.7427059,0.68879104,0.7362777,0.44547352,0.71804667,0.657204,0.8269206,0.40763274,0.7812444,0.7679915,0.5175253,0.538198,0.8362779,0.7174876,0.5655528,0.5363719,0.48298123,0.7276623,0.7606653,0.74938405,0.68249327,0.5009408,0.5648645,0.4149117,0.75629646,0.50013447,0.51055175,0.50478625,1.0000004,0.8085533,0.40230703,0.5208802,0.5391692,0.6929927,0.6503271,0.559594,0.47984406,0.7608891,0.4391927,0.8059727,0.51916355,0.52091104,0.4773528,0.44155928,0.6504238,0.662646,0.6669625,0.55432117,0.38870043,0.7416938,0.9269049,0.32870528,0.74224913,0.6953536,0.68485063
thumb-md - 2021-09-08T141856.293.jpg,0.73907614,0.7673445,0.5280452,0.8676495,0.5409979,0.69942576,0.69806296,0.51420563,0.53622913,0.8292359,0.7767506,0.9223754,0.55896467,0.70746917,0.6014317,0.7034488,0.82756716,0.652652,0.7814255,0.5401244,0.859977,0.60257584,0.6590201,0.6568449,0.699492,0.56639975,0.77183735,0.6841466,0.528985,0.7180558,0.48937547,0.5352456,0.6793472,0.70031154,0.87047523,0.7648355,0.70601606,0.80749524,0.5165262,0.81873333,0.84442633,0.6990332,0.5214595,0.8871339,0.67473257,0.69838214,0.65703094,0.69896847,0.52517724,0.6087356,0.7821143,0.8156036,0.8524807,0.536307,0.83026254,0.56028765,0.55828685,0.82194585,0.81403404,0.8125453,0.44091958,0.72927463,0.50971216,0.6854745,0.7821159,0.5326158,0.6586429,0.5862494,0.5076436,0.81993514,0.74382246,0.75497216,0.710046,0.7334955,0.5542386,0.79706687,0.69208163,0.81063616,0.7702847,0.792607,0.6003995,0.48295027,0.75851303,0.51725215,0.6981235,0.7059307,0.7005561,0.54500794,0.80775714,0.6905102,0.81842816,0.83527464,0.8515316,0.541118,0.7608549,0.68515646,0.75198853,0.53145957,0.80340576,0.87117755,0.6578591,0.70760477,0.541095,0.8973619,0.69556123,0.6857554,0.84237224,0.70498705,0.5422528,0.5308471,0.6946023,0.68857,0.7356673,0.64967746,0.8085533,0.99999994,0.552134,0.71742636,0.73898196,0.78413475,0.7689497,0.7952828,0.6608127,0.7778084,0.5316297,0.80751365,0.7372373,0.8008325,0.55355704,0.69513977,0.733583,0.82976866,0.83873487,0.7615072,0.5401983,0.64755464,0.82131296,0.5778375,0.6932347,0.64115804,0.53508353
thumb-md (6).jpg,0.53933895,0.3473165,0.9367457,0.42651007,0.58688843,0.5378534,0.50777143,0.943545,0.94042724,0.5085552,0.55858094,0.52348816,0.9174881,0.38657978,0.6669277,0.47385842,0.47623393,0.45433158,0.5034525,0.6619341,0.38711393,0.9641632,0.4460714,0.52938825,0.4721492,0.5001702,0.5336769,0.36807346,0.6553406,0.6477408,0.9293639,0.9319161,0.599022,0.6485497,0.4946499,0.6045849,0.41085085,0.6476608,0.7976928,0.4795593,0.49892682,0.60873514,0.9249916,0.41050914,0.56073976,0.4985586,0.61499,0.56852984,0.77909666,0.7170665,0.493928,0.48853585,0.51365846,0.42623833,0.51691747,0.91994226,0.86670303,0.4497309,0.43322265,0.5532973,0.8833672,0.48308533,0.93257165,0.4299909,0.48723322,0.92838776,0.4065112,0.87583226,0.949805,0.39375663,0.4149385,0.65297353,0.47416618,0.489655,0.83069015,0.55504555,0.3564799,0.39185518,0.63584894,0.5552285,0.6457131,0.95697075,0.57650244,0.94853085,0.46093765,0.6150839,0.47680342,0.662399,0.50053644,0.5371432,0.6552185,0.49046052,0.5487155,0.93705165,0.4406412,0.3506586,0.64202696,0.79619753,0.5093094,0.5200547,0.7093623,0.55245537,0.90501994,0.5768849,0.39971098,0.41795936,0.6106894,0.45708737,0.8393834,0.9348555,0.42987943,0.56190073,0.64578533,0.6207306,0.40230703,0.552134,0.99999994,0.43316033,0.6247838,0.5043066,0.37453854,0.48400962,0.55682284,0.5235395,0.9511398,0.6325347,0.5498348,0.548373,0.9302406,0.5691506,0.5117773,0.5038649,0.571167,0.6107556,0.99215746,0.36214834,0.4622305,0.6148653,0.39534268,0.34798658,0.6509275
thumb-md (94).jpg,0.5575086,0.6013279,0.594717,0.62097764,0.5289507,0.84047496,0.48724014,0.57849276,0.59225553,0.7489002,0.57537144,0.5871063,0.62688977,0.64706457,0.542181,0.48069894,0.45342278,0.5788039,0.5186913,0.40001878,0.7777632,0.42176324,0.49136966,0.7837028,0.4726311,0.50905585,0.544424,0.63064355,0.3800043,0.5919828,0.44941843,0.612778,0.6072938,0.6433643,0.5102305,0.76175034,0.7438437,0.5431782,0.36799783,0.48263758,0.71706146,0.6114857,0.5200983,0.86768997,0.83771473,0.46414003,0.59881955,0.83275163,0.3907876,0.36068994,0.85604835,0.86061263,0.5382228,0.28893843,0.49405676,0.64691585,0.36332843,0.7934532,0.86459434,0.8371915,0.387397,0.72389656,0.5965186,0.5187427,0.50717115,0.5835021,0.6044066,0.3637305,0.48418942,0.6138085,0.75448096,0.5776292,0.45353135,0.5254762,0.3763108,0.5844431,0.592351,0.5083078,0.71479315,0.8509412,0.5524258,0.47854,0.6088321,0.57299805,0.4685375,0.72270536,0.4734282,0.3527817,0.8406558,0.83258164,0.59947693,0.5038273,0.49067405,0.6215314,0.5313105,0.61208844,0.63384765,0.47617325,0.782429,0.84818953,0.69935125,0.87323856,0.5271416,0.62933576,0.411637,0.4350859,0.7787207,0.93462646,0.35902116,0.60270685,0.4389693,0.8177552,0.6403433,0.801075,0.5208802,0.71742636,0.43316033,1.0000001,0.60600424,0.8017173,0.8877653,0.8328099,0.89355457,0.42447314,0.5554011,0.5200597,0.64523864,0.677972,0.38143605,0.83305943,0.52457565,0.44642437,0.72966254,0.6138227,0.41594002,0.65800965,0.4354747,0.5514496,0.63794,0.680617,0.3513862
thumb-md (82).jpg,0.9647488,0.55227476,0.59724236,0.57572633,0.6957683,0.85356224,0.73701346,0.6100025,0.5677983,0.5338431,0.95324576,0.68722296,0.6688167,0.762851,0.8068764,0.84212273,0.6580005,0.81417435,0.89026475,0.5445078,0.5798944,0.6597693,0.74506223,0.8775799,0.8710567,0.46040413,0.92014015,0.71409637,0.53989786,0.971958,0.58577555,0.58314747,0.960984,0.94477797,0.6400293,0.9021181,0.6776579,0.6177788,0.6115985,0.5912115,0.7930277,0.974432,0.58243346,0.56201446,0.8381747,0.8399027,0.9525373,0.7681362,0.56746954,0.5931954,0.51520514,0.5453814,0.66314316,0.4807835,0.70802706,0.6328979,0.6193585,0.7336985,0.56087357,0.8120255,0.59791386,0.5280937,0.5607049,0.6940956,0.83460355,0.6346549,0.74350244,0.6092599,0.58959234,0.53764683,0.75913787,0.9048597,0.80190927,0.88819724,0.6173757,0.62869996,0.6907465,0.51549345,0.9151166,0.9152582,0.7917254,0.5718949,0.8187925,0.5756845,0.8295677,0.94573516,0.8383228,0.5432422,0.5182296,0.80224705,0.76593477,0.6353497,0.616039,0.57425976,0.8315864,0.61080056,0.9056005,0.58568716,0.5086832,0.613382,0.59440005,0.8183064,0.6112264,0.747407,0.7375716,0.76572293,0.6181396,0.69659674,0.60976744,0.56934154,0.7859497,0.88034576,0.96888566,0.79243964,0.5391692,0.73898196,0.6247838,0.60600424,1.0000004,0.5109181,0.4715981,0.85708827,0.76858723,0.6496827,0.56693625,0.63899976,0.9333266,0.855687,0.634088,0.86585814,0.9321041,0.656585,0.65157187,0.8642341,0.6438683,0.62000203,0.6739431,0.619588,0.7729291,0.6192617,0.5586355
thumb-md - 2021-09-08T141901.247.jpg,0.41701603,0.6788436,0.62518686,0.75679576,0.6557593,0.7406845,0.59138584,0.5729664,0.621085,0.8485111,0.48925385,0.7491788,0.5866244,0.5677161,0.62681156,0.41960245,0.6224916,0.47420102,0.47003505,0.40188038,0.81097186,0.44960102,0.5061881,0.6771756,0.45035958,0.6450537,0.45621875,0.5211718,0.3640653,0.55417216,0.4010479,0.6265894,0.57050383,0.6398782,0.76246697,0.6813198,0.71047866,0.8504416,0.33417246,0.6641739,0.6442729,0.5575527,0.48269573,0.88211524,0.7184437,0.46759406,0.5757581,0.81668735,0.33798197,0.4067908,0.9651025,0.9210476,0.61034036,0.4182915,0.7257563,0.6510954,0.3572989,0.7019604,0.8961832,0.7939341,0.32866678,0.8430808,0.5997868,0.5995871,0.47435316,0.6239374,0.5056646,0.34990197,0.44195548,0.76764524,0.6552039,0.610461,0.4308096,0.45260698,0.35415697,0.88233423,0.5342144,0.7233725,0.71621144,0.71671444,0.6444721,0.45412105,0.6167063,0.57733864,0.50722563,0.62969166,0.46413535,0.36904332,0.94340336,0.76567644,0.8305894,0.6430825,0.7282329,0.6168698,0.5269197,0.60062534,0.6479342,0.38176623,0.91444385,0.8901998,0.8820666,0.77865124,0.44339505,0.72663224,0.41889286,0.40762177,0.94738793,0.8442761,0.33527136,0.6247818,0.46793526,0.67662877,0.6081162,0.78182197,0.6929927,0.78413475,0.5043066,0.8017173,0.5109181,0.99999976,0.9545317,0.6446695,0.7697419,0.5589456,0.5701914,0.79072434,0.61576366,0.65165377,0.3664166,0.716758,0.46399808,0.5883058,0.9301725,0.70320046,0.46203884,0.60849184,0.56614935,0.7357325,0.5603619,0.5376851,0.3633053
thumb-md - 2021-09-08T141900.727.jpg,0.4022121,0.6782917,0.53650844,0.7421955,0.5180036,0.7477961,0.50721025,0.48732722,0.5361539,0.8296381,0.4557659,0.6863752,0.52296716,0.5923567,0.5102544,0.38928398,0.5459502,0.47108337,0.42407236,0.3348903,0.8530561,0.3295107,0.44534189,0.6787821,0.4066698,0.5576334,0.42156097,0.5557655,0.30469006,0.49057922,0.3164858,0.544485,0.51441747,0.57189023,0.6595489,0.66279864,0.7100985,0.70463663,0.24509121,0.5768296,0.65073436,0.5065899,0.40748754,0.9261664,0.72081953,0.4016815,0.50496936,0.7793463,0.27326834,0.31201825,0.96696526,0.94108933,0.57193625,0.32767817,0.6083069,0.57409066,0.2591879,0.7459,0.9384361,0.7806119,0.22598837,0.8152045,0.52298564,0.53858596,0.4296656,0.51863,0.5281148,0.2597762,0.35708526,0.7514168,0.6830975,0.5249517,0.39091945,0.42937368,0.2646674,0.74943686,0.5536834,0.67630243,0.6499739,0.73734117,0.53228974,0.36983025,0.5663047,0.49700087,0.44951445,0.60862947,0.4158185,0.2994937,0.9398966,0.7560712,0.6977986,0.56750387,0.6192602,0.54513913,0.49365297,0.6134682,0.5695666,0.32955232,0.89739513,0.9172918,0.7702003,0.7759488,0.3813389,0.6931402,0.3722894,0.37728974,0.90315795,0.88191056,0.24449505,0.5403762,0.4060421,0.67874086,0.547282,0.7433621,0.6503271,0.7689497,0.37453854,0.8877653,0.4715981,0.9545317,0.99999976,0.6896463,0.77679104,0.4701434,0.48798156,0.6532477,0.5747932,0.62025195,0.26222402,0.72252953,0.4237097,0.50295234,0.86161053,0.60357827,0.32940233,0.6117953,0.5019394,0.60239005,0.58117914,0.5786944,0.2873558
thumb-md (41).jpg,0.8623421,0.6527789,0.53670615,0.63191676,0.6757742,0.875427,0.69656,0.5388335,0.5213836,0.66108465,0.86547685,0.68789667,0.58807236,0.81291485,0.6512863,0.7758401,0.6269169,0.793427,0.8075009,0.5220806,0.7181022,0.5192471,0.74189425,0.84221977,0.7550098,0.54987365,0.82861614,0.8343451,0.511162,0.829448,0.50201994,0.5447007,0.8215804,0.80955243,0.619886,0.9005054,0.8037035,0.5885781,0.5281893,0.59499824,0.8861924,0.8323241,0.53663915,0.7410537,0.9051515,0.7325822,0.7916122,0.8358067,0.52347445,0.50692075,0.6856792,0.70757306,0.6633635,0.47079694,0.641512,0.57908946,0.49264348,0.8783734,0.7285208,0.9063409,0.51299345,0.65818673,0.5157282,0.6844579,0.76391923,0.5606868,0.79659116,0.48916018,0.5151166,0.61139727,0.8246397,0.8180688,0.72109973,0.8208082,0.51581764,0.6314993,0.7763235,0.54477096,0.8691886,0.93979645,0.6669444,0.48112667,0.8245647,0.5185267,0.70468926,0.876291,0.7391527,0.4965816,0.6814442,0.88783884,0.6913589,0.6230247,0.5766846,0.54135036,0.7690772,0.745254,0.8182027,0.5705227,0.6422471,0.7689578,0.62799495,0.9014641,0.5606263,0.76359355,0.69366014,0.7267446,0.7064467,0.8419068,0.49845707,0.53843033,0.70779943,0.89317495,0.84386545,0.780277,0.559594,0.7952828,0.48400962,0.8328099,0.85708827,0.6446695,0.6896463,0.99999994,0.8742972,0.6274021,0.5063614,0.5909266,0.8771268,0.85798025,0.5074334,0.8970027,0.81522334,0.61186165,0.70984435,0.7619729,0.4959482,0.7556668,0.6152243,0.5965549,0.7990254,0.79087967,0.51062524
